Date,Time,Token ID
2021-06-25,08:00,4637
2021-06-25,08:01,4780
2021-06-25,08:01,3111
2021-06-25,08:02,3653
2021-06-25,08:03,4311
2021-06-25,08:04,1270
2021-06-25,08:04,5244
2021-06-25,08:04,3273
2021-06-25,08:05,2899
2021-06-25,08:05,2223
2021-06-25,08:05,1587
2021-06-25,08:05,5466
2021-06-25,08:05,4514
2021-06-25,08:05,4227
2021-06-25,08:06,1744
2021-06-25,08:06,2789
2021-06-25,08:06,2400
2021-06-25,08:07,3579
2021-06-25,08:07,4329
2021-06-25,08:07,2488
2021-06-25,08:07,4944
2021-06-25,08:07,4291
2021-06-25,08:07,4160
2021-06-25,08:08,3135
2021-06-25,08:09,3325
2021-06-25,08:09,3940
2021-06-25,08:09,3072
2021-06-25,08:10,1103
2021-06-25,08:10,1651
2021-06-25,08:10,3994
2021-06-25,08:10,1311
2021-06-25,08:11,2841
2021-06-25,08:11,1622
2021-06-25,08:12,2085
2021-06-25,08:12,3806
2021-06-25,08:12,1157
2021-06-25,08:12,3125
2021-06-25,08:13,3350
2021-06-25,08:14,5259
2021-06-25,08:14,4213
2021-06-25,08:14,2403
2021-06-25,08:14,2313
2021-06-25,08:15,5314
2021-06-25,08:15,3107
2021-06-25,08:15,5448
2021-06-25,08:16,4812
2021-06-25,08:16,1027
2021-06-25,08:16,1112
2021-06-25,08:17,1703
2021-06-25,08:17,1986
2021-06-25,08:17,4730
2021-06-25,08:17,4854
2021-06-25,08:18,3525
2021-06-25,08:18,5429
2021-06-25,08:19,1465
2021-06-25,08:19,3340
2021-06-25,08:19,1647
2021-06-25,08:19,5299
2021-06-25,08:21,1305
2021-06-25,08:22,4494
2021-06-25,08:22,2395
2021-06-25,08:23,4881
2021-06-25,08:23,3621
2021-06-25,08:23,4897
2021-06-25,08:23,2658
2021-06-25,08:23,5304
2021-06-25,08:23,5129
2021-06-25,08:24,1597
2021-06-25,08:24,1131
2021-06-25,08:24,5192
2021-06-25,08:25,5055
2021-06-25,08:25,4254
2021-06-25,08:25,4938
2021-06-25,08:26,5026
2021-06-25,08:26,5297
2021-06-25,08:26,4651
2021-06-25,08:26,4030
2021-06-25,08:27,3084
2021-06-25,08:28,5247
2021-06-25,08:28,3459
2021-06-25,08:28,4793
2021-06-25,08:28,3222
2021-06-25,08:29,5349
2021-06-25,08:30,4243
2021-06-25,08:30,4785
2021-06-25,08:30,3812
2021-06-25,08:30,4219
2021-06-25,08:31,1598
2021-06-25,08:32,3453
2021-06-25,08:32,1194
2021-06-25,08:32,3902
2021-06-25,08:32,1271
2021-06-25,08:32,5254
2021-06-25,08:32,2920
2021-06-25,08:32,1922
2021-06-25,08:33,3433
2021-06-25,08:33,2361
2021-06-25,08:33,2836
2021-06-25,08:34,3883
2021-06-25,08:34,3362
2021-06-25,08:34,1793
2021-06-25,08:35,5245
2021-06-25,08:35,4574
2021-06-25,08:35,4686
2021-06-25,08:35,2919
2021-06-25,08:35,2564
2021-06-25,08:36,4336
2021-06-25,08:36,4542
2021-06-25,08:36,2539
2021-06-25,08:36,2463
2021-06-25,08:37,2700
2021-06-25,08:37,2055
2021-06-25,08:37,3009
2021-06-25,08:38,1187
2021-06-25,08:38,4129
2021-06-25,08:38,2987
2021-06-25,08:39,1045
2021-06-25,08:39,1620
2021-06-25,08:39,2371
2021-06-25,08:39,4546
2021-06-25,08:40,2725
2021-06-25,08:42,4114
2021-06-25,08:42,4247
2021-06-25,08:42,5118
2021-06-25,08:43,2196
2021-06-25,08:43,2364
2021-06-25,08:43,4373
2021-06-25,08:43,3960
2021-06-25,08:43,2688
2021-06-25,08:44,4791
2021-06-25,08:44,5288
2021-06-25,08:44,1552
2021-06-25,08:45,5382
2021-06-25,08:45,4327
2021-06-25,08:45,1566
2021-06-25,08:46,3832
2021-06-25,08:46,4520
2021-06-25,08:46,2144
2021-06-25,08:48,3313
2021-06-25,08:48,3578
2021-06-25,08:48,5372
2021-06-25,08:49,1125
2021-06-25,08:49,4856
2021-06-25,08:49,2580
2021-06-25,08:49,2369
2021-06-25,08:50,4500
2021-06-25,08:50,5274
2021-06-25,08:50,5475
2021-06-25,08:51,4434
2021-06-25,08:51,2783
2021-06-25,08:51,4457
2021-06-25,08:53,3981
2021-06-25,08:54,4396
2021-06-25,08:54,3454
2021-06-25,08:55,1254
2021-06-25,08:55,3557
2021-06-25,08:55,2283
2021-06-25,08:55,3728
2021-06-25,08:56,2844
