Date,Time,Token ID
2021-06-10,13:01,5247
2021-06-10,13:03,2757
2021-06-10,13:03,3244
2021-06-10,13:04,4060
2021-06-10,13:05,1490
2021-06-10,13:05,2758
2021-06-10,13:05,2639
2021-06-10,13:10,1173
2021-06-10,13:11,5279
2021-06-10,13:12,3075
2021-06-10,13:12,2658
2021-06-10,13:13,3443
2021-06-10,13:13,4565
2021-06-10,13:16,2649
2021-06-10,13:18,2364
2021-06-10,13:18,5429
2021-06-10,13:20,5272
2021-06-10,13:20,5297
2021-06-10,13:21,3523
2021-06-10,13:25,3161
2021-06-10,13:26,2179
2021-06-10,13:28,5314
2021-06-10,13:29,2554
2021-06-10,13:29,1691
2021-06-10,13:31,3747
2021-06-10,13:31,4637
2021-06-10,13:33,5489
2021-06-10,13:33,3330
2021-06-10,13:33,1621
2021-06-10,13:35,3010
2021-06-10,13:35,5455
2021-06-10,13:36,1438
2021-06-10,13:36,2290
2021-06-10,13:38,1703
2021-06-10,13:38,3921
2021-06-10,13:38,4731
2021-06-10,13:39,1591
2021-06-10,13:39,2006
2021-06-10,13:41,2217
2021-06-10,13:42,2858
2021-06-10,13:42,3132
2021-06-10,13:42,3273
2021-06-10,13:43,1379
2021-06-10,13:43,4534
2021-06-10,13:44,1831
2021-06-10,13:44,1144
2021-06-10,13:44,3933
2021-06-10,13:44,4338
2021-06-10,13:45,1879
2021-06-10,13:46,4213
2021-06-10,13:47,4107
2021-06-10,13:47,4414
2021-06-10,13:48,2787
2021-06-10,13:48,2717
2021-06-10,13:49,1145
2021-06-10,13:50,1357
2021-06-10,13:51,2466
2021-06-10,13:52,1055
2021-06-10,13:52,1641
2021-06-10,13:53,3902
2021-06-10,13:53,3184
2021-06-10,13:53,3118
2021-06-10,13:53,1103
2021-06-10,13:53,5287
2021-06-10,13:54,2772
2021-06-10,13:54,2706
2021-06-10,13:55,2499
2021-06-10,13:55,1613
2021-06-10,13:55,2306
2021-06-10,13:57,4131
2021-06-10,13:57,2493
2021-06-10,13:57,1730
2021-06-10,13:57,4269
2021-06-10,13:58,3580
2021-06-10,13:59,3362
2021-06-10,14:00,4660
2021-06-10,14:00,3459
2021-06-10,14:02,1281
2021-06-10,14:02,1607
2021-06-10,14:03,3162
2021-06-10,14:04,1311
2021-06-10,14:05,4434
2021-06-10,14:05,4809
2021-06-10,14:06,2471
2021-06-10,14:07,1679
2021-06-10,14:07,3006
2021-06-10,14:07,1492
2021-06-10,14:07,2520
2021-06-10,14:09,4050
2021-06-10,14:10,3712
2021-06-10,14:12,1030
2021-06-10,14:13,4267
2021-06-10,14:13,2492
2021-06-10,14:14,3467
2021-06-10,14:14,2616
2021-06-10,14:15,5388
2021-06-10,14:17,2361
2021-06-10,14:20,3981
2021-06-10,14:20,4572
2021-06-10,14:21,3082
2021-06-10,14:23,5119
2021-06-10,14:24,5045
2021-06-10,14:25,1633
2021-06-10,14:25,5207
2021-06-10,14:26,5078
2021-06-10,14:27,1835
2021-06-10,14:27,4111
2021-06-10,14:28,4336
2021-06-10,14:28,3242
2021-06-10,14:29,1744
2021-06-10,14:30,5151
2021-06-10,14:30,4224
2021-06-10,14:30,3769
2021-06-10,14:32,1419
2021-06-10,14:33,1841
2021-06-10,14:33,2789
2021-06-10,14:33,2395
2021-06-10,14:34,3211
2021-06-10,14:35,4542
2021-06-10,14:37,3117
2021-06-10,14:37,3699
2021-06-10,14:38,1345
2021-06-10,14:39,4353
2021-06-10,14:42,4546
2021-06-10,14:44,2334
2021-06-10,14:44,2992
2021-06-10,14:44,1372
2021-06-10,14:45,2116
2021-06-10,14:45,4577
2021-06-10,14:46,5328
2021-06-10,14:46,3867
2021-06-10,14:46,2633
2021-06-10,14:46,3678
2021-06-10,14:47,4494
2021-06-10,14:48,3804
2021-06-10,14:48,5400
2021-06-10,14:49,5257
2021-06-10,14:49,3392
2021-06-10,14:50,2047
2021-06-10,14:50,4714
2021-06-10,14:50,5475
2021-06-10,14:51,1135
2021-06-10,14:51,1724
2021-06-10,14:53,4884
2021-06-10,14:55,1978
2021-06-10,14:56,4490
2021-06-10,14:58,1820
2021-06-10,14:59,1432
2021-06-10,14:59,4036
2021-06-10,14:59,3658
2021-06-10,15:00,1436
2021-06-10,15:00,2270
2021-06-10,15:00,2548
2021-06-10,15:01,4854
2021-06-10,15:01,4310
2021-06-10,15:02,3715
2021-06-10,15:03,5104
2021-06-10,15:03,1214
2021-06-10,15:04,4277
2021-06-10,15:04,1216
2021-06-10,15:05,2723
2021-06-10,15:05,1817
2021-06-10,15:08,5278
2021-06-10,15:09,5012
2021-06-10,15:10,3806
2021-06-10,15:11,3676
2021-06-10,15:12,5288
2021-06-10,15:13,5403
2021-06-10,15:13,1032
2021-06-10,15:14,4930
2021-06-10,15:14,1695
2021-06-10,15:14,1158
2021-06-10,15:14,2008
2021-06-10,15:15,4285
2021-06-10,15:15,5372
2021-06-10,15:16,2238
2021-06-10,15:17,4311
2021-06-10,15:18,2668
2021-06-10,15:18,2212
2021-06-10,15:19,3452
2021-06-10,15:19,4928
2021-06-10,15:19,2412
2021-06-10,15:20,4721
2021-06-10,15:21,3401
2021-06-10,15:21,3940
2021-06-10,15:21,4010
2021-06-10,15:22,2653
2021-06-10,15:22,5061
2021-06-10,15:22,4940
2021-06-10,15:22,5073
2021-06-10,15:23,2919
2021-06-10,15:23,3635
2021-06-10,15:24,1913
2021-06-10,15:24,1888
2021-06-10,15:26,3663
2021-06-10,15:26,4850
2021-06-10,15:28,2935
2021-06-10,15:28,1166
2021-06-10,15:29,2905
2021-06-10,15:31,5491
2021-06-10,15:35,4160
2021-06-10,15:35,4321
2021-06-10,15:35,3188
2021-06-10,15:36,3249
2021-06-10,15:36,4806
2021-06-10,15:37,1206
2021-06-10,15:38,5059
2021-06-10,15:39,2311
2021-06-10,15:40,4158
2021-06-10,15:42,2381
2021-06-10,15:42,2899
2021-06-10,15:43,1125
2021-06-10,15:43,4088
2021-06-10,15:45,3438
2021-06-10,15:45,4886
2021-06-10,15:45,2001
2021-06-10,15:45,3498
2021-06-10,15:46,4513
2021-06-10,15:48,5381
2021-06-10,15:48,3350
2021-06-10,15:51,4500
2021-06-10,15:51,2976
2021-06-10,15:51,1499
2021-06-10,15:51,2971
2021-06-10,15:51,2431
2021-06-10,15:52,4574
2021-06-10,15:52,4974
2021-06-10,15:53,1656
2021-06-10,15:53,2595
2021-06-10,15:53,3960
2021-06-10,15:54,5492
2021-06-10,15:54,4586
2021-06-10,15:55,2469
2021-06-10,15:56,5366
2021-06-10,15:56,1314
2021-06-10,15:57,2942
2021-06-10,15:57,5332
2021-06-10,15:57,1308
2021-06-10,15:57,3454
2021-06-10,15:58,4689
2021-06-10,15:58,4520
2021-06-10,15:59,4978
2021-06-10,15:59,4795
2021-06-10,16:02,2808
2021-06-10,16:02,1922
2021-06-10,16:03,4938
2021-06-10,16:03,2284
2021-06-10,16:05,3306
2021-06-10,16:05,3589
2021-06-10,16:06,1056
2021-06-10,16:07,5274
2021-06-10,16:08,1223
2021-06-10,16:10,2025
2021-06-10,16:11,3545
2021-06-10,16:11,1747
2021-06-10,16:12,4373
2021-06-10,16:12,3207
2021-06-10,16:13,5451
2021-06-10,16:15,1468
2021-06-10,16:15,2403
2021-06-10,16:17,2337
2021-06-10,16:20,5452
2021-06-10,16:21,5044
2021-06-10,16:23,2131
2021-06-10,16:23,3107
2021-06-10,16:23,4114
2021-06-10,16:23,1974
2021-06-10,16:24,1620
2021-06-10,16:26,2150
2021-06-10,16:27,2770
2021-06-10,16:27,1479
2021-06-10,16:30,4728
2021-06-10,16:31,3857
2021-06-10,16:31,3111
2021-06-10,16:32,1300
2021-06-10,16:33,4364
2021-06-10,16:35,4458
2021-06-10,16:36,3941
2021-06-10,16:37,1872
2021-06-10,16:39,5448
2021-06-10,16:40,3749
2021-06-10,16:40,1271
2021-06-10,16:40,1254
2021-06-10,16:43,3268
2021-06-10,16:44,1359
2021-06-10,16:45,2501
2021-06-10,16:45,1669
2021-06-10,16:45,4186
2021-06-10,16:47,4678
2021-06-10,16:49,4481
2021-06-10,16:49,4397
2021-06-10,16:50,2262
2021-06-10,16:50,3122
2021-06-10,16:50,5185
2021-06-10,16:51,1018
2021-06-10,16:51,4541
2021-06-10,16:51,2792
2021-06-10,16:53,2700
2021-06-10,16:54,2078
2021-06-10,16:55,5245
2021-06-10,16:57,3880
2021-06-10,16:57,3825
2021-06-10,16:58,3832
