Date,Time,Token ID
2021-05-06,08:00,4434
2021-05-06,08:00,2008
2021-05-06,08:02,4856
2021-05-06,08:03,2700
2021-05-06,08:03,5098
2021-05-06,08:03,1511
2021-05-06,08:03,4953
2021-05-06,08:03,5129
2021-05-06,08:04,5259
2021-05-06,08:04,1605
2021-05-06,08:05,3714
2021-05-06,08:06,2692
2021-05-06,08:07,2086
2021-05-06,08:08,3867
2021-05-06,08:08,5491
2021-05-06,08:09,4489
2021-05-06,08:09,2465
2021-05-06,08:09,1018
2021-05-06,08:09,3676
2021-05-06,08:10,1216
2021-05-06,08:11,2942
2021-05-06,08:11,1319
2021-05-06,08:11,3247
2021-05-06,08:11,3244
2021-05-06,08:11,2065
2021-05-06,08:12,2184
2021-05-06,08:13,2678
2021-05-06,08:13,2088
2021-05-06,08:15,1837
2021-05-06,08:15,2624
2021-05-06,08:16,2371
2021-05-06,08:16,3669
2021-05-06,08:16,3242
2021-05-06,08:16,4854
2021-05-06,08:17,1599
2021-05-06,08:17,3557
2021-05-06,08:18,4008
2021-05-06,08:18,1388
2021-05-06,08:18,2395
2021-05-06,08:19,3282
2021-05-06,08:19,2669
2021-05-06,08:19,2270
2021-05-06,08:19,4297
2021-05-06,08:20,2482
2021-05-06,08:21,5244
2021-05-06,08:21,4163
2021-05-06,08:22,1162
2021-05-06,08:22,5096
2021-05-06,08:22,2144
2021-05-06,08:23,3385
2021-05-06,08:24,2381
2021-05-06,08:24,1841
2021-05-06,08:24,2306
2021-05-06,08:25,4651
2021-05-06,08:25,2471
2021-05-06,08:26,4069
2021-05-06,08:26,4819
2021-05-06,08:26,5400
2021-05-06,08:26,5466
2021-05-06,08:27,2469
2021-05-06,08:27,4002
2021-05-06,08:27,3167
2021-05-06,08:27,3273
2021-05-06,08:28,2047
2021-05-06,08:28,2997
2021-05-06,08:28,4494
2021-05-06,08:28,3211
2021-05-06,08:28,3529
2021-05-06,08:29,1738
2021-05-06,08:29,1964
2021-05-06,08:29,2262
2021-05-06,08:29,5475
2021-05-06,08:30,5104
2021-05-06,08:30,3780
2021-05-06,08:30,2302
2021-05-06,08:31,1779
2021-05-06,08:31,2055
2021-05-06,08:32,2507
2021-05-06,08:32,1379
2021-05-06,08:32,3170
2021-05-06,08:32,2043
2021-05-06,08:33,2078
2021-05-06,08:33,2633
2021-05-06,08:34,1438
2021-05-06,08:34,4936
2021-05-06,08:34,4158
2021-05-06,08:35,1927
2021-05-06,08:35,2783
2021-05-06,08:35,1300
2021-05-06,08:35,3513
2021-05-06,08:35,1157
2021-05-06,08:35,4311
2021-05-06,08:36,2766
2021-05-06,08:36,4145
2021-05-06,08:36,4498
2021-05-06,08:36,1425
2021-05-06,08:37,3410
2021-05-06,08:37,5012
2021-05-06,08:38,3584
2021-05-06,08:39,1957
2021-05-06,08:39,2337
2021-05-06,08:40,2757
2021-05-06,08:41,2236
2021-05-06,08:41,4654
2021-05-06,08:41,3350
2021-05-06,08:41,2966
2021-05-06,08:42,3940
2021-05-06,08:43,2770
2021-05-06,08:43,2223
2021-05-06,08:43,5044
2021-05-06,08:43,2809
2021-05-06,08:44,3805
2021-05-06,08:44,1825
2021-05-06,08:44,1350
2021-05-06,08:44,1337
2021-05-06,08:44,2150
2021-05-06,08:44,1281
2021-05-06,08:44,2688
2021-05-06,08:45,4881
2021-05-06,08:45,4491
2021-05-06,08:45,5232
2021-05-06,08:45,2347
2021-05-06,08:46,4228
2021-05-06,08:46,1955
2021-05-06,08:46,1068
2021-05-06,08:46,3658
2021-05-06,08:47,5409
2021-05-06,08:48,5332
2021-05-06,08:48,2375
2021-05-06,08:49,4036
2021-05-06,08:51,2897
2021-05-06,08:51,2134
2021-05-06,08:52,1135
2021-05-06,08:53,3921
2021-05-06,08:53,3728
2021-05-06,08:54,4394
2021-05-06,08:54,5214
2021-05-06,08:54,5455
2021-05-06,08:55,3960
2021-05-06,08:56,3829
2021-05-06,08:56,1622
2021-05-06,08:56,2175
2021-05-06,08:56,5279
2021-05-06,08:57,5358
2021-05-06,08:57,1947
2021-05-06,08:57,4160
2021-05-06,08:57,2779
2021-05-06,08:58,5366
2021-05-06,08:58,4822
2021-05-06,08:58,1204
2021-05-06,08:58,1158
2021-05-06,08:58,3526
2021-05-06,08:58,3132
2021-05-06,08:59,4240
2021-05-06,08:59,4131
2021-05-06,08:59,1436
2021-05-06,09:00,1027
2021-05-06,09:00,4279
2021-05-06,09:02,3663
2021-05-06,09:02,4551
2021-05-06,09:02,2166
2021-05-06,09:02,5274
2021-05-06,09:02,2674
2021-05-06,09:02,1332
2021-05-06,09:02,3769
2021-05-06,09:03,5349
2021-05-06,09:04,1242
