Date,Time,Token ID
2021-06-29,13:01,5257
2021-06-29,13:03,5254
2021-06-29,13:04,4526
2021-06-29,13:06,3249
2021-06-29,13:07,1666
2021-06-29,13:08,1941
2021-06-29,13:12,4621
2021-06-29,13:14,1417
2021-06-29,13:16,5492
2021-06-29,13:16,4269
2021-06-29,13:16,2400
2021-06-29,13:17,4541
2021-06-29,13:20,1872
2021-06-29,13:20,2212
2021-06-29,13:21,4359
2021-06-29,13:23,3557
2021-06-29,13:24,3941
2021-06-29,13:26,4513
2021-06-29,13:27,4321
2021-06-29,13:27,2905
2021-06-29,13:27,5367
2021-06-29,13:28,1587
2021-06-29,13:30,2511
2021-06-29,13:31,2515
2021-06-29,13:32,2364
2021-06-29,13:33,5185
2021-06-29,13:34,2616
2021-06-29,13:35,4669
2021-06-29,13:35,4577
2021-06-29,13:36,4207
2021-06-29,13:36,3728
2021-06-29,13:37,5446
2021-06-29,13:39,4219
2021-06-29,13:40,4604
2021-06-29,13:40,1438
2021-06-29,13:41,2971
2021-06-29,13:42,4174
2021-06-29,13:43,4791
2021-06-29,13:43,3805
2021-06-29,13:43,1272
2021-06-29,13:45,2783
2021-06-29,13:45,2270
2021-06-29,13:45,2531
2021-06-29,13:47,3343
2021-06-29,13:47,2910
2021-06-29,13:49,3769
2021-06-29,13:50,1157
2021-06-29,13:51,1432
2021-06-29,13:52,2570
2021-06-29,13:53,4036
2021-06-29,13:54,2196
2021-06-29,13:54,4169
2021-06-29,13:54,2543
2021-06-29,13:54,5474
2021-06-29,13:54,3336
2021-06-29,13:56,2184
2021-06-29,13:57,2976
2021-06-29,13:57,1948
2021-06-29,13:57,3392
2021-06-29,13:59,3452
2021-06-29,14:00,5403
2021-06-29,14:00,2492
2021-06-29,14:01,2392
2021-06-29,14:01,2179
2021-06-29,14:03,4542
2021-06-29,14:03,3589
2021-06-29,14:04,1045
2021-06-29,14:04,3158
2021-06-29,14:06,1837
2021-06-29,14:06,2993
2021-06-29,14:06,5046
2021-06-29,14:08,1922
2021-06-29,14:08,5129
2021-06-29,14:10,3829
2021-06-29,14:11,1516
2021-06-29,14:11,4457
2021-06-29,14:11,3438
2021-06-29,14:13,4458
2021-06-29,14:14,4186
2021-06-29,14:15,2633
2021-06-29,14:15,1671
2021-06-29,14:17,3669
2021-06-29,14:18,1058
2021-06-29,14:19,1076
2021-06-29,14:20,1597
2021-06-29,14:22,2925
2021-06-29,14:24,3035
2021-06-29,14:25,1620
2021-06-29,14:25,2770
2021-06-29,14:26,4498
2021-06-29,14:28,3663
2021-06-29,14:28,5320
2021-06-29,14:28,1669
2021-06-29,14:29,5211
2021-06-29,14:30,3167
2021-06-29,14:30,2992
2021-06-29,14:30,3117
2021-06-29,14:32,2723
2021-06-29,14:32,3603
2021-06-29,14:33,2792
2021-06-29,14:35,2919
2021-06-29,14:36,4338
2021-06-29,14:37,3986
2021-06-29,14:37,4924
2021-06-29,14:37,1607
2021-06-29,14:39,3699
2021-06-29,14:41,2951
2021-06-29,14:42,5489
2021-06-29,14:44,3268
2021-06-29,14:44,1279
2021-06-29,14:45,2284
2021-06-29,14:46,1633
2021-06-29,14:46,5421
2021-06-29,14:46,5279
2021-06-29,14:47,5132
2021-06-29,14:47,1032
2021-06-29,14:47,3642
2021-06-29,14:47,1706
2021-06-29,14:48,2858
2021-06-29,14:49,2844
2021-06-29,14:50,5028
2021-06-29,14:50,2458
2021-06-29,14:51,3393
2021-06-29,14:52,4578
2021-06-29,14:52,1113
2021-06-29,14:53,4158
2021-06-29,14:53,2150
2021-06-29,14:54,2856
2021-06-29,14:55,1350
2021-06-29,14:55,3032
2021-06-29,14:55,3806
2021-06-29,14:55,2482
2021-06-29,14:57,2571
2021-06-29,14:57,3921
2021-06-29,14:58,1990
2021-06-29,14:59,2725
2021-06-29,15:02,3832
2021-06-29,15:02,4425
2021-06-29,15:03,1833
2021-06-29,15:03,1286
2021-06-29,15:04,3414
2021-06-29,15:04,5381
2021-06-29,15:04,5326
2021-06-29,15:05,3054
2021-06-29,15:07,4997
2021-06-29,15:07,4643
2021-06-29,15:08,2827
2021-06-29,15:09,3401
2021-06-29,15:10,3313
